ref,codigo,descripcion,valor,tipo
922313,33105,"TELETERAPIA UTILIZANDO COBALTO EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL, ( GRUPO 5 ) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",1481675,diagnostico
922317,33106,TELETERAPIA UTILIZANDO COBALTO EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO II),299430,diagnostico
922302,33107,"TELETERAPIA UTILIZANDO COBALTO CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO II)",591275,diagnostico
922306,33108,"TELETERAPIA UTILIZANDO COBALTO PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES ( GRUPO 3 ) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO II)",808280,diagnostico
922310,33109,"TELETERAPIA UTILIZANDO COBALTO PRE O POSOPERATORIO GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO II)",1811625,diagnostico
922314,33110,"TELETERAPIA UTILIZANDO COBALTO EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL, ( GRUPO 5 ) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO II)",1401840,diagnostico
922318,33111,TELETERAPIA UTILIZANDO COBALTO EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III),267870,diagnostico
922303,33112,"TELETERAPIA UTILIZANDO COBALTO CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III)",552670,diagnostico
922307,33113,"TELETERAPIA UTILIZANDO COBALTO PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES ( GRUPO 3 ) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III)",758825,diagnostico
922311,33114,"TELETERAPIA UTILIZANDO COBALTO PRE O POSOPERATORIO GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III)",1701755,diagnostico
922315,33115,"TELETERAPIA UTILIZANDO COBALTO EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL, ( GRUPO 5 ) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III)",1324315,diagnostico
922319,33151,TELETERAPIA UTILIZANDO COBALTO EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV),323825,diagnostico
922304,33152,"TELETERAPIA UTILIZANDO COBALTO CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",627375,diagnostico
922308,33153,"TELETERAPIA UTILIZANDO COBALTO PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES ( GRUPO 3 ) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",844505,diagnostico
922312,33154,"TELETERAPIA UTILIZANDO COBALTO PRE O POSOPERATORIO GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",1867710,diagnostico
922316,33155,"TELETERAPIA UTILIZANDO COBALTO EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL, ( GRUPO 5 ) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",1441230,diagnostico
922320,33116,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS (GRUPO 1 ) CON SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO I)",426480,diagnostico
922401,33117,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) CON SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO I)",824630,diagnostico
922405,33118,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) CON SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO I)",1124120,diagnostico
922409,33119,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",2452695,diagnostico
922413,33120,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",1892715,diagnostico
922417,33121,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO II)",379770,diagnostico
922402,33122,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) SINSIMULADOR Y PLANEACION COMPUTARIZADA (TIPO II)",757045,diagnostico
922406,33123,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) SIN SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO II)",1038075,diagnostico
922410,33124,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, (GRUPO 4) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO II)",2331155,diagnostico
922414,33125,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO II)",1806290,diagnostico
922418,33126,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y PLANEACION MANUAL (TIPO III)",348220,diagnostico
922403,33127,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) SIN SIMULADOR Y PLANEACION MANUAL (TIPO III)",718560,diagnostico
922407,33128,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) SIN SIMULADOR Y PLANEACION MANUAL (TIPO III)",986675,diagnostico
922411,33129,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III)",2212180,diagnostico
922415,33130,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III)",1677480,diagnostico
922419,33161,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) CON SIMULADOR Y PLANEACION MANUAL (TIPO IV)",406590,diagnostico
922404,33162,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) CON SIMULADOR Y PLANEACION MANUAL (TIPO IV)",797715,diagnostico
922408,33163,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) CON SIMULADOR Y PLANEACION MANUAL (TIPO IV)",1078440,diagnostico
922412,33164,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO, ( GRUPO 4 ) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",2391575,diagnostico
922416,33165,"TELETERAPIA CON ACELERADOR LINEAL HASTA 10 MV EN CARA, ENCEFALO, CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",1855050,diagnostico
922420,33131,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS (GRUPO 1) CON SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO I)",491940,diagnostico
922421,33132,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) CON SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO I)",904335,diagnostico
922425,33133,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) CON SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO I)",1196755,diagnostico
922429,33134,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO (GRUPO 4) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA ( TIPO I)",2614415,diagnostico
922433,33135,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV EN CARA,ENCEFALO,CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) CON SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO I)",2001925,diagnostico
922437,33136,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO II)",442810,diagnostico
922422,33137,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) SIN SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO II)",833940,diagnostico
922426,33138,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) SIN SIMULADOR Y PLANEACION COMPUTARIZADA (TIPO II)",1122940,diagnostico
922430,33139,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO (GRUPO 4) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO II)",2489870,diagnostico
922434,33140,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV EN CARA,ENCEFALO,CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO,ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) SIN SIMULADOR Y CON PLANEACION COMPUTARIZADA (TIPO II)",1913905,diagnostico
922438,33141,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) SIN SIMULADOR Y PLANEACION MANUAL (TIPO III)",411250,diagnostico
922423,33142,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) SIN SIMULADOR Y PLANEACION MANUAL (TIPO III)",452715,diagnostico
922427,33143,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) SIN SIMULADOR Y PLANEACION MANUAL (TIPO III)",1070775,diagnostico
922431,33144,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO (GRUPO 4) SIN SIMULADOR Y CON PLANEACION MANUAL ( TIPO III )",2293905,diagnostico
922435,33145,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV EN CARA,ENCEFALO,CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) SIN SIMULADOR Y CON PLANEACION MANUAL (TIPO III)",1826885,diagnostico
922439,33171,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PALEACION EN UNA SOLA DOSIS Y ENTIDADES BENIGNAS O IRRADIACION DE PRODUCTOS SANGUINEOS ( GRUPO 1 ) CON SIMULADOR Y PLANEACION MANUAL (TIPO IV)",471285,diagnostico
922424,33172,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, CAMPO UNICO EN ENCEFALO, CARA, CUELLO, AXILA, AXILO/SUPRACLAVICULAR, TRONCO, PELVIS/PERINE O EXTREMIDADES ( GRUPO 2 ) CON SIMULADOR Y PLANEACION MANUAL (TIPO IV)",876605,diagnostico
922428,33173,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV, PROFILAXIS EN ENCEFALO, PALEACION EN CUALQUIER REGION, CAMPOS MULTIPLES EN MEDIASTINO, AXILA, AXILOSUPRACLAVICULAR O EXTREMIDADES (GRUPO 3 ) CON SIMULADOR Y PLANEACION MANUAL (TIPO IV)",1164835,diagnostico
922432,33174,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV,PRE O POP GANGLIONAR DE MAMA, CAMPOS MULTIPLES EN: CARA, ENCEFALO, MAMA, TORAX, PARCIAL DE ABDOMEN, PELVIS O RAQUIS, CUELLO, MEDIASTINO (GRUPO 4) CON SIMULADOR Y CON PLANEACION MANUAL ( TIPO IV)",2551905,diagnostico
922436,33175,"TELETERAPIA CON ACELERADOR LINEAL MAYOR DE 10 MV EN CARA,ENCEFALO,CUELLO, MEDIASTINO, GANGLIONAR SUPRA E INFRADIAFRAGMATICA, MAMA, BAÑO TORACCICO, ABDOMINAL TOTAL, RAQUIS, CORPORAL TOTAL (GRUPO 5) CON SIMULADOR Y CON PLANEACION MANUAL (TIPO IV)",1957685,diagnostico
922440,33146,TELETERAPIA ORTOVOLTAJE MENOR DE 120 KV SOD,405050,diagnostico
922100,33147,TELETERAPIA ORTOVOLTAJE MAYOR DE 120 KV SOD,688860,diagnostico
922610,33201,BRAQUITERAPIA INTRALUMINAL CON ALTA TASA DE DOSIS (170),766115,diagnostico
922603,33201,BRAQUITERAPIA INTRACAVITARIA CON ALTA TASA DE DOSIS (170),766115,diagnostico
922605,33202,BRAQUITERAPIA INTERSTICIAL CON ALTA TASA DE DOSIS (170),594250,diagnostico
922601,33203,BRAQUITERAPIA INTRALUMINAL CON BAJA TASA DE DOSIS (170),888595,diagnostico
922604,33204,BRAQUITERAPIA INTRACAVITARIA CON BAJA TASA DE DOSIS (170),888595,diagnostico
922606,33205,BRAQUITERAPIA INTERSTICIAL CON BAJA TASA DE DOSIS (170),1170600,diagnostico
922602,33301,QUIMIOTERAPIA INTRATECAL (419),82390,diagnostico
992502,33303,MONOQUIMIOTERAPIA (CICLO DE TRATAMIENTO) (278),95730,diagnostico
992503,33304,POLIQUIMIOTERAPIA DE BAJO RIESGO (CICLO DE TRATAMIENTO) (279),159210,diagnostico
992504,33305,POLIQUIMIOTERAPIA DE ALTO RIESGO (CICLO DE TRATAMIENTO) (280),247455,diagnostico
992505,33306,QUIMIOTERAPIA DE INDUCCIÓN (280),773600,diagnostico
923101,33401,"RADIOCIRUGIA ESTEREOTAXICA CON ACELERADOR LINEAL, DOSIS FRACCIONADA [RADIOTERAPIA FRACCIONADA EN CONDICIONES ESTEREOTAXICAS]",12821885,diagnostico
893910,34101,"PRUEBAS INTRADERMICAS DE ALERGIAS CON AEROALERGENOS, ALIMENTOS, VENENOS DE INSECTOS Y/O MEDICAMENTOS (128)",110930,diagnostico
901407,34102,INMUNOTERAPIA [HIPOSENSIBILIZACION CON ANTIGENOS] (280),69655,diagnostico
890208,35102,CONSULTA DE CONTROL O DE SEGUIMIENTO POR PSICOLOGIA,5515,diagnostico
