codigo,descripcion,ref,tipo,uvr,valor
213420,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON (59)",395060,diagnostico,,717465
395080,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON (59)",213420,diagnostico,,717465
213421,ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES (59),395080,diagnostico,,717465
395030,ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES (59),213421,diagnostico,,717465
213422,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE VASOS DE CABEZA Y CUELLO, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",395030,diagnostico,,914970
395021,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE VASOS DE CABEZA Y CUELLO, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",213422,diagnostico,,914970
213422,"ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES , CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",395021,diagnostico,,914970
395031,"ANGIOPLASTIA CON BALON DE VASOS DE MIEMBROS SUPERIORES , CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",213422,diagnostico,,914970
213423,"ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",395031,diagnostico,,914970
395061,"ANGIOPLASTIA O ATERECTOMIA DE VASOS ABDOMINALES CON BALON, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) NCOC (59)",213423,diagnostico,,914970
213423,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON, PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",395061,diagnostico,,914970
395081,"ANGIOPLASTIA O ATERECTOMIA DE VASOS DE MIEMBROS INFERIORES, CON BALON, PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (59)",213423,diagnostico,,914970
213424,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA CAROTIDA (150),395081,diagnostico,,717465
395012,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA CAROTIDA (150),213424,diagnostico,,717465
213424,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA VERTEBRAL (150) (352),395012,diagnostico,,717465
395013,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA VERTEBRAL (150) (352),213424,diagnostico,,717465
213424,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR (150) (352),395013,diagnostico,,717465
395014,ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR (150) (352),213424,diagnostico,,717465
213426,"ANGIOPLASTIA DE ARTERIA CAROTIDA, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",395014,diagnostico,,898095
395015,"ANGIOPLASTIA DE ARTERIA CAROTIDA, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",213426,diagnostico,,898095
213426,"ANGIOPLASTIA ARTERIA VERTEBRAL, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",395015,diagnostico,,898095
395016,"ANGIOPLASTIA ARTERIA VERTEBRAL, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",213426,diagnostico,,898095
213426,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",395016,diagnostico,,898095
395017,"ANGIOPLASTIA O ATERECTOMIA CON BALON DE ARTERIA BASILAR, CON PROTESIS (STENT) O INJERTO(S) PROTESICO (S) (352)",213426,diagnostico,,898095
213429,TROMBOLISIS ARTERIAL ABDOMINAL VIA ENDOVASCULAR (198),395017,diagnostico,,291145
380602,TROMBOLISIS ARTERIAL ABDOMINAL VIA ENDOVASCULAR (198),213429,diagnostico,,291145
213429,TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (198),380602,diagnostico,,291145
380810,TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (198),213429,diagnostico,,291145
213430,FLEBOGRAFIA DE MIEMBRO SUPERIOR NCOC (60),380810,diagnostico,,104360
878301,FLEBOGRAFIA DE MIEMBRO SUPERIOR NCOC (60),213430,diagnostico,,104360
213430,FLEBOGRAFIA DE MIEMBRO INFERIOR NCOC (60),878301,diagnostico,,104360
878401,FLEBOGRAFIA DE MIEMBRO INFERIOR NCOC (60),213430,diagnostico,,104360
213431,ANGIOGRAFIA DE VENAS CAVAS O CAVOGRAFIA,878401,diagnostico,,95800
876241,ANGIOGRAFIA DE VENAS CAVAS O CAVOGRAFIA,213431,diagnostico,,95800
213431,FLEBOGRAFIA ABDOMINAL: SISTEMA DE LA VENA PORTA,876241,diagnostico,,95800
877210,FLEBOGRAFIA ABDOMINAL: SISTEMA DE LA VENA PORTA,213431,diagnostico,,95800
213432,M21437,877210,diagnostico,,193220
M21437,ESPLENOPORTOGRAFÍA (240),213432,diagnostico,,193220
877214,PORTOGRAFIA TRANSHEPATICA,213433,diagnostico,,280685
213434,VENOGRAFIA SELECTIVA (353),877214,diagnostico,,120455
878933,VENOGRAFIA SELECTIVA (353),213434,diagnostico,,120455
213435,FLEBOGRAFIA GONADAL,878933,diagnostico,,120425
877281,FLEBOGRAFIA GONADAL,213435,diagnostico,,120425
213436,INSERCION DE IMPLANTE O FILTRO EN VENA CAVA (SUPERIOR O INFERIOR) SOD,877281,diagnostico,,345040
387300,INSERCION DE IMPLANTE O FILTRO EN VENA CAVA (SUPERIOR O INFERIOR) SOD,213436,diagnostico,,345040
213438,"EXTRACCION DE CUERPO EXTRAÑO INTRAVASCULAR (ARTERIAL) (VENOSO), VIA ENDOVASCULAR [PERCUTANEA]",387300,diagnostico,,307965
386402,"EXTRACCION DE CUERPO EXTRAÑO INTRAVASCULAR (ARTERIAL) (VENOSO), VIA ENDOVASCULAR [PERCUTANEA]",213438,diagnostico,,307965
212441,FARINGOLARINGOGRAFIA SOD,386402,diagnostico,,69985
874800,FARINGOLARINGOGRAFIA SOD,212441,diagnostico,,69985
212441,BRONCOGRAFIA UNILATERAL,874800,diagnostico,,69985
876611,BRONCOGRAFIA UNILATERAL,212441,diagnostico,,69985
212441,BRONCOGRAFIA BILATERAL,876611,diagnostico,,111970
876612,BRONCOGRAFIA BILATERAL,212441,diagnostico,,111970
212442,SIALOGRAFIA NCOC (CUALQUIER GLÁNDULA) (241),876612,diagnostico,,107130
874700,SIALOGRAFIA NCOC (CUALQUIER GLÁNDULA) (241),212442,diagnostico,,107130
212443,GALACTOGRAFIA DE UN CONDUCTO,874700,diagnostico,,86290
876901,GALACTOGRAFIA DE UN CONDUCTO,212443,diagnostico,,86290
212443,GALACTOGRAFIA DE MULTIPLES CONDUCTOS,876901,diagnostico,,86290
876902,GALACTOGRAFIA DE MULTIPLES CONDUCTOS,212443,diagnostico,,86290
212444,DACRIOCISTOGRAFIA UNILATERAL (350),876902,diagnostico,,142120
874601,DACRIOCISTOGRAFIA UNILATERAL (350),212444,diagnostico,,142120
212444,DACRIOCISTOGRAFIA BILATERAL (350),874601,diagnostico,,249255
874602,DACRIOCISTOGRAFIA BILATERAL (350),212444,diagnostico,,249255
213445,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA CON ARPON",874602,diagnostico,,117790
851301,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA CON ARPON",213445,diagnostico,,117790
213446,BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA,851301,diagnostico,,94135
851101,BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA,213446,diagnostico,,94135
213447,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA POR ESTEREOTAXIA",851101,diagnostico,,191280
851302,"LOCALIZACION DE LESION NO PALPABLE, DE MAMA POR ESTEREOTAXIA",213447,diagnostico,,191280
213449,COLECISTOSTOMIA PERCUTANEA SOD (82),851302,diagnostico,,302080
510400,COLECISTOSTOMIA PERCUTANEA SOD (82),213449,diagnostico,,302080
213450,M21450,510400,diagnostico,,356425
M21450,DILATACION Y COLOCACION DE PROTESIS EN VIA BILIAR (82),213450,diagnostico,,356425
519600,EXTRACCION PERCUTANEA DE CALCULOS EN COLEDOCO SOD,213452,diagnostico,,336345
212453,URETEROGRAFIA RETROGRADA A TRAVES DE CATETER O URETEROSTOMIA,519600,diagnostico,,76600
877831,URETEROGRAFIA RETROGRADA A TRAVES DE CATETER O URETEROSTOMIA,212453,diagnostico,,76600
212453,URETROGRAFIA RETROGRADA,877831,diagnostico,,76600
877871,URETROGRAFIA RETROGRADA,212453,diagnostico,,76600
212454,CISTOGRAFIA CON PROYECCIONES OBLICUAS,877871,diagnostico,,76600
877851,CISTOGRAFIA CON PROYECCIONES OBLICUAS,212454,diagnostico,,76600
212454,URETROCISTOGRAFIA,877851,diagnostico,,76600
877861,URETROCISTOGRAFIA,212454,diagnostico,,76600
212454,URETROCISTOGRAFIA MICCIONAL,877861,diagnostico,,76600
877862,URETROCISTOGRAFIA MICCIONAL,212454,diagnostico,,76600
212454,URETROCISTOGRAFIA RETROGRADA,877862,diagnostico,,76600
877863,URETROCISTOGRAFIA RETROGRADA,212454,diagnostico,,76600
212455,VAGINOGRAFIA,877863,diagnostico,,76600
877940,VAGINOGRAFIA,212455,diagnostico,,76600
212456,HISTEROSALPINGOGRAFIA,877940,diagnostico,,76600
877901,HISTEROSALPINGOGRAFIA,212456,diagnostico,,76600
212456,HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS.,877901,diagnostico,,76600
877902,HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS.,212456,diagnostico,,76600
212456,HISTEROSALPINGOGRAFIA DE CONTRASTE RADIOPACO,877902,diagnostico,,76600
877903,HISTEROSALPINGOGRAFIA DE CONTRASTE RADIOPACO,212456,diagnostico,,76600
212457,SALPINGOGRAFÌA SELECTIVA CON RECANALIZACION DE TROMPA,877903,diagnostico,,248365
877932,SALPINGOGRAFÌA SELECTIVA CON RECANALIZACION DE TROMPA,212457,diagnostico,,248365
212458,PIELOGRAFIA PERCUTANEA,877932,diagnostico,,149270
877816,PIELOGRAFIA PERCUTANEA,212458,diagnostico,,149270
212459,PIELOGRAFIA A TRAVES DE TUBO DE NEFROSTOMIA,877816,diagnostico,,120910
877812,PIELOGRAFIA A TRAVES DE TUBO DE NEFROSTOMIA,212459,diagnostico,,120910
213460,NEFROSTOMÍA PERCUTÁNEA CON LITOFRAGMENTACION Y EXTRACCION ENDOSCOPICA EN RIÑON (242),877812,diagnostico,,249625
550401,NEFROSTOMÍA PERCUTÁNEA CON LITOFRAGMENTACION Y EXTRACCION ENDOSCOPICA EN RIÑON (242),213460,diagnostico,,249625
213461,EXTRACCION PERCUTÁNEA [NEFROSCOPICA] DE CALCULOS EN RIÑON (NEFROSTO-LITOTOMIA) Y/O EN PELVIS RENAL (PIELOSTO-LITOTOMIA) (243),550401,diagnostico,,389295
550301,EXTRACCION PERCUTÁNEA [NEFROSCOPICA] DE CALCULOS EN RIÑON (NEFROSTO-LITOTOMIA) Y/O EN PELVIS RENAL (PIELOSTO-LITOTOMIA) (243),213461,diagnostico,,389295
213463,CAVERNOGRAFIA Y CAVERNOMETRIA,550301,diagnostico,,271480
877980,CAVERNOGRAFIA Y CAVERNOMETRIA,213463,diagnostico,,271480
213465,M21510,877980,diagnostico,,89605
M21510,DRENAJE PERCUTÁNEO DE ABSCESOS O COLECCIONES (325),213465,diagnostico,,89605
874510,ARTROGRAFIA DE ARTICULACION TEMPORO MANDIBULAR,212466,diagnostico,,105650
212466,ARTROGRAFIA CERVICAL,874510,diagnostico,,105650
875601,ARTROGRAFIA CERVICAL,212466,diagnostico,,105650
212466,ARTROGRAFIA LUMBAR,875601,diagnostico,,105650
875603,ARTROGRAFIA LUMBAR,212466,diagnostico,,105650
212466,ARTROGRAFIA DE HOMBRO,875603,diagnostico,,105650
878711,ARTROGRAFIA DE HOMBRO,212466,diagnostico,,105650
212466,ARTROGRAFIA DE CODO,878711,diagnostico,,105650
878721,ARTROGRAFIA DE CODO,212466,diagnostico,,105650
212466,ARTROGRAFIA DE MUÑECA,878721,diagnostico,,105650
878731,ARTROGRAFIA DE MUÑECA,212466,diagnostico,,105650
212466,ARTROGRAFIA DE PELVIS,878731,diagnostico,,105650
878811,ARTROGRAFIA DE PELVIS,212466,diagnostico,,105650
212466,ARTROGRAFIA DE RODILLA,878811,diagnostico,,105650
878812,ARTROGRAFIA DE RODILLA,212466,diagnostico,,105650
212466,ARTROGRAFIA DE TOBILLO,878812,diagnostico,,105650
878831,ARTROGRAFIA DE TOBILLO,212466,diagnostico,,105650
213467,LINFANGIOGRAFIA INTRATORACICA SOD,878831,diagnostico,,344270
876400,LINFANGIOGRAFIA INTRATORACICA SOD,213467,diagnostico,,344270
213467,LINFANGIOGRAFIA ABDOMINAL (UNILATERAL O BILATERAL),876400,diagnostico,,344270
877301,LINFANGIOGRAFIA ABDOMINAL (UNILATERAL O BILATERAL),213467,diagnostico,,344270
213467,LINFANGIOGRAFIA PELVICA (UNILATERAL O BILATERAL),877301,diagnostico,,344270
877302,LINFANGIOGRAFIA PELVICA (UNILATERAL O BILATERAL),213467,diagnostico,,344270
213467,LINFANGIOGRAFIA DE UN MIEMBRO SUPERIOR.,877302,diagnostico,,344270
878501,LINFANGIOGRAFIA DE UN MIEMBRO SUPERIOR.,213467,diagnostico,,344270
213467,LINFANGIOGRAFIA DE AMBOS MIEMBROS SUPERIORES,878501,diagnostico,,344270
878502,LINFANGIOGRAFIA DE AMBOS MIEMBROS SUPERIORES,213467,diagnostico,,344270
213467,LINFANGIOGRAFIA DE MIEMBRO INFERIOR.,878502,diagnostico,,344270
878601,LINFANGIOGRAFIA DE MIEMBRO INFERIOR.,213467,diagnostico,,344270
213467,LINFANGIOGRAFIA DE AMBOS MIEMBROS INFERIORES,878601,diagnostico,,344270
878602,LINFANGIOGRAFIA DE AMBOS MIEMBROS INFERIORES,213467,diagnostico,,344270
213467,LINFANGIOGRAFIA NCOC,878602,diagnostico,,344270
878941,LINFANGIOGRAFIA NCOC,213467,diagnostico,,344270
212468,SINOGRAFIA O FISTULOGRAFIA DE PARED TORACICA SOD (54),878941,diagnostico,,46590
876500,SINOGRAFIA O FISTULOGRAFIA DE PARED TORACICA SOD (54),212468,diagnostico,,46590
212468,SINOGRAFIA O FISTULOGRAFIA DE PARED ABDOMINAL SOD (54),876500,diagnostico,,46590
877400,SINOGRAFIA O FISTULOGRAFIA DE PARED ABDOMINAL SOD (54),212468,diagnostico,,46590
213469,M21439,877400,diagnostico,,38550
M21439,BIOPSIA PERCUTÁNEA POR PUNCIÓN O ASPIRACIÓN (325),213469,diagnostico,,38550
M21471,"CAMBIO DE TUBO, REUBICACIÓN (325)",213471,diagnostico,,49415
877601,COLANGIOGRAFIA EN LA VIA BILIAR [PERCUTANEA],213470,diagnostico,,149270
213472,TROMBOLISIS VENOSA ABDOMINAL VIA ENDOVASCULAR,877601,diagnostico,,378485
380702,TROMBOLISIS VENOSA ABDOMINAL VIA ENDOVASCULAR,213472,diagnostico,,378485
213472,TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (354),380702,diagnostico,,378485
380910,TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES POR VIA ENDOVASCULAR (354),213472,diagnostico,,378485
213473,INSERCION DE TUBO O PROTESIS (STENT) PERMANENTE EN ESOFAGO SOD,380910,diagnostico,,356425
428100,INSERCION DE TUBO O PROTESIS (STENT) PERMANENTE EN ESOFAGO SOD,213473,diagnostico,,356425
213474,DERIVACION PORTO-SISTEMICA TRANSYUGULAR INTRAHEPATICA ( T.I.P.S.) (147),428100,diagnostico,,1561930
391704,DERIVACION PORTO-SISTEMICA TRANSYUGULAR INTRAHEPATICA ( T.I.P.S.) (147),213474,diagnostico,,1561930
213501,TROMBOLISIS DE VASOS INTRACRANEALES POR VIA ENDOVASCULAR (244) (248),391704,diagnostico,,2157060
380110,TROMBOLISIS DE VASOS INTRACRANEALES POR VIA ENDOVASCULAR (244) (248),213501,diagnostico,,2157060
213501,OCLUSION DE LESION EN VASOS INTRACRANEALES POR VIA ENDOVASCULAR (245) (248),380110,diagnostico,,2157060
385120,OCLUSION DE LESION EN VASOS INTRACRANEALES POR VIA ENDOVASCULAR (245) (248),213501,diagnostico,,2157060
213501,ANGIOPLASTIA CON BALON DE VASOS INTRACRANEALES (246) (248),385120,diagnostico,,2157060
395010,ANGIOPLASTIA CON BALON DE VASOS INTRACRANEALES (246) (248),213501,diagnostico,,2157060
213502,PRUEBA FUNCIONAL EN VASOS INTRACRANEALES (PRUEBA DE WADA) (251),395010,diagnostico,,1647915
382301,PRUEBA FUNCIONAL EN VASOS INTRACRANEALES (PRUEBA DE WADA) (251),213502,diagnostico,,1647915
213502,TROMBOLISIS DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (244) (248) (352),382301,diagnostico,,1647915
380210,TROMBOLISIS DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (244) (248) (352),213502,diagnostico,,1647915
213502,OCLUSION DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (245) (248) (352),380210,diagnostico,,1647915
385220,OCLUSION DE VASOS DE CABEZA Y CUELLO POR VIA ENDOVASCULAR (245) (248) (352),213502,diagnostico,,1647915
213503,OCLUSION DE VASOS ESPINALES POR VIA ENDOVASCULAR (253),385220,diagnostico,,2137625
385401,OCLUSION DE VASOS ESPINALES POR VIA ENDOVASCULAR (253),213503,diagnostico,,2137625
213504,"ESCLEROSIS DE LESION EN VASOS SANGUINEOS , POR VIA PERCUTANEA (331) (332)",385401,diagnostico,,323705
386301,"ESCLEROSIS DE LESION EN VASOS SANGUINEOS , POR VIA PERCUTANEA (331) (332)",213504,diagnostico,,323705
213505,REPARO ENDOVASCULAR DE ANEURISMA SOD (250) (333),386301,diagnostico,,2157060
395200,REPARO ENDOVASCULAR DE ANEURISMA SOD (250) (333),213505,diagnostico,,2157060
879111,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE,213601,diagnostico,,97045
213602,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO CON CONTRASTE,879111,diagnostico,,106450
879112,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO CON CONTRASTE,213602,diagnostico,,106450
213603,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE Y CON CONTRASTE,879112,diagnostico,,121875
879113,TOMOGRAFIA AXIAL COMPUTADA DE CRANEO SIMPLE Y CON CONTRASTE,213603,diagnostico,,121875
213604,"TOMOGRAFIA AXIAL COMPUTADA DE OIDO, PEÑASCO Y CONDUCTO AUDITIVO INTERNO (CORTES AXIALES Y CORONALES)-",879113,diagnostico,,106525
879122,"TOMOGRAFIA AXIAL COMPUTADA DE OIDO, PEÑASCO Y CONDUCTO AUDITIVO INTERNO (CORTES AXIALES Y CORONALES)-",213604,diagnostico,,106525
213605,TOMOGRAFIA AXIAL COMPUTADA DE SILLA TURCA (HIPOFISIS),879122,diagnostico,,106525
879116,TOMOGRAFIA AXIAL COMPUTADA DE SILLA TURCA (HIPOFISIS),213605,diagnostico,,106525
213606,TOMOGRAFIA AXIAL COMPUTADA DE SENOS PARANASALES O CARA (CORTES AXIALES Y CORONALES),879116,diagnostico,,106525
879131,TOMOGRAFIA AXIAL COMPUTADA DE SENOS PARANASALES O CARA (CORTES AXIALES Y CORONALES),213606,diagnostico,,106525
213607,TOMOGRAFIA AXIAL COMPUTADA DE RINOFARINGE (CORTES AXIALES Y CORONALES),879131,diagnostico,,106525
879132,TOMOGRAFIA AXIAL COMPUTADA DE RINOFARINGE (CORTES AXIALES Y CORONALES),213607,diagnostico,,106525
213608,TOMOGRAFIA AXIAL COMPUTADA DE ORBITAS (CORTES AXIALES Y CORONALES),879132,diagnostico,,82800
879121,TOMOGRAFIA AXIAL COMPUTADA DE ORBITAS (CORTES AXIALES Y CORONALES),213608,diagnostico,,82800
213609,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, COMPLEMENTO A MIELOGRAFIA (CADA SEGMENTO)",879121,diagnostico,,90270
879205,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, COMPLEMENTO A MIELOGRAFIA (CADA SEGMENTO)",213609,diagnostico,,90270
213610,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, POR CADA NIVEL (TRES ESPACIOS)",879205,diagnostico,,64935
879201,"TOMOGRAFIA AXIAL COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR Y/O SACRO, POR CADA NIVEL (TRES ESPACIOS)",213610,diagnostico,,64935
213611,TOMOGRAFIA AXIAL COMPUTADA DE CUELLO (TEJIDOS BLANDOS),879201,diagnostico,,90270
879161,TOMOGRAFIA AXIAL COMPUTADA DE CUELLO (TEJIDOS BLANDOS),213611,diagnostico,,90270
213612,TOMOGRAFIA AXIAL COMPUTADA DE LARINGE,879161,diagnostico,,90270
879162,TOMOGRAFIA AXIAL COMPUTADA DE LARINGE,213612,diagnostico,,90270
213613,TOMOGRAFIA AXIAL COMPUTADA DE TORAX,879162,diagnostico,,100990
879301,TOMOGRAFIA AXIAL COMPUTADA DE TORAX,213613,diagnostico,,100990
213614,TOMOGRAFIA AXIAL COMPUTADA DE TORAX EXTENDIDO AL ABDOMEN SUPERIOR CON SUPRARRENALES,879301,diagnostico,,131840
879391,TOMOGRAFIA AXIAL COMPUTADA DE TORAX EXTENDIDO AL ABDOMEN SUPERIOR CON SUPRARRENALES,213614,diagnostico,,131840
213615,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN SUPERIOR,879391,diagnostico,,114410
879410,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN SUPERIOR,213615,diagnostico,,114410
213616,TOMOGRAFIA AXIAL COMPUTADA DE PELVIS,879410,diagnostico,,90270
879460,TOMOGRAFIA AXIAL COMPUTADA DE PELVIS,213616,diagnostico,,90270
213617,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL),879460,diagnostico,,132870
879420,TOMOGRAFIA AXIAL COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL),213617,diagnostico,,132870
213618,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES,879420,diagnostico,,82800
879510,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES,213618,diagnostico,,82800
213618,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES,879510,diagnostico,,82800
879520,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES,213618,diagnostico,,82800
213619,TOMOGRAFIA AXIAL COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL),879520,diagnostico,,106455
879150,TOMOGRAFIA AXIAL COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL),213619,diagnostico,,106455
213620,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: ANTEVERSION FEMORAL O TORSION TIBIAL,879150,diagnostico,,31405
879522,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: ANTEVERSION FEMORAL O TORSION TIBIAL,213620,diagnostico,,31405
213621,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES,879522,diagnostico,,31405
879523,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES: AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES,213621,diagnostico,,31405
213622,OSTEODENSITOMETRIA POR TAC,879523,diagnostico,,106455
886011,OSTEODENSITOMETRIA POR TAC,213622,diagnostico,,106455
213624,TOMOGRAFIA AXIAL COMPUTADA CON MODALIDAD DINAMICA (SECUENCIA RAPIDA),886011,diagnostico,,27670
879920,TOMOGRAFIA AXIAL COMPUTADA CON MODALIDAD DINAMICA (SECUENCIA RAPIDA),213624,diagnostico,,27670
213625,TOMOGRAFIA AXIAL COMPUTADA COMO GUIA PARA PROCEDIMIENTOS INTERVENCIONISTAS O QUIRURGICOS,879920,diagnostico,,70795
879990,TOMOGRAFIA AXIAL COMPUTADA COMO GUIA PARA PROCEDIMIENTOS INTERVENCIONISTAS O QUIRURGICOS,213625,diagnostico,,70795
213626,TOMOGRAFIA AXIAL COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL,879990,diagnostico,,140690
879910,TOMOGRAFIA AXIAL COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL,213626,diagnostico,,140690
M21704,CISTERNOGRAFIA POR TOMOGRAFIA AXIAL COMPUTARIZADA (TAC),879910,diagnostico,,210590
311100,ULTRASONOGRAFÍA OBSTETRICA TRANSABDOMINAL,951301,diagnostico,,17925
881431,ULTRASONOGRAFÍA OBSTETRICA TRANSABDOMINAL,311100,diagnostico,,17925
311101,ULTRASONOGRAFÍA OBSTETRICA CON PERFIL BIOFISICO,881431,diagnostico,,25945
881434,ULTRASONOGRAFÍA OBSTETRICA CON PERFIL BIOFISICO,311101,diagnostico,,25945
312102,ULTRASONOGRAFIA PELVICA CON ANALISIS DOPPLER ACR,881434,diagnostico,,41155
881360,ULTRASONOGRAFIA PELVICA CON ANALISIS DOPPLER ACR,312102,diagnostico,,41155
312102,ULTRASONOGRAFIA DE MASAS DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS DOPPLER,881360,diagnostico,,126475
881362,ULTRASONOGRAFIA DE MASAS DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS DOPPLER,312102,diagnostico,,126475
311103,ULTRASONOGRAFIA DE RECTO,881362,diagnostico,,13865
881318,ULTRASONOGRAFIA DE RECTO,311103,diagnostico,,13865
311103,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSABDOMINAL,881318,diagnostico,,13865
881402,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSABDOMINAL,311103,diagnostico,,13865
311104,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSVAGINAL,881402,diagnostico,,22935
881401,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSVAGINAL,311104,diagnostico,,22935
311104,ULTRASONOGRAFÍA OBSTETRICA TRANSVAGINAL,881401,diagnostico,,22935
881432,ULTRASONOGRAFÍA OBSTETRICA TRANSVAGINAL,311104,diagnostico,,22935
312106,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL (TRANSDUCTOR DE 7 MHZ O MAS),881432,diagnostico,,48405
881403,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL (TRANSDUCTOR DE 7 MHZ O MAS),312106,diagnostico,,48405
311107,"ULTRASONOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA",881403,diagnostico,,25770
881306,"ULTRASONOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA",311107,diagnostico,,25770
311108,"ULTRASONOGRAFIA DE RIÑONES, BAZO, AORTA O ADRENALES",881306,diagnostico,,25770
